Text,nb_tokens,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
genius calm proud keep foot ground see,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
well done prime minister minister scicluna,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
still waiting crash full speed ahead brick wall,8.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.125
eggrant taliban,3.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456
dream come true budget without new tax,7.0,0.0784313725490196,0.09803921568627451,0.0196078431372549,0.11764705882352941,0.0784313725490196,0.058823529411764705,0.0784313725490196,0.11764705882352941
first tax increase even alcohol tobacco giving taking anywhere impressive last year surplus million first year good country would proud result,21.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142
weekly increase pension tax exemption well,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good budget good rise pension tax exemption well done minister prof scicluna,14.0,0.0,0.1875,0.0,0.0625,0.1875,0.0,0.125,0.125
series inter ministerial meeting talk civil society ministry equality establishing first strategy action plan integration migrant living malta open border open border malta everyone,24.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
water electricity seem mentioned problem think responsible entity need recognised good job despite increasing demand,15.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
microinvest grant offered malta enterprise increase business based malta go business based gozo well female majority shareholding scheme open enterprise full time employee oh look sexist unconstitutional behaviour labour receiving le euro way born,40.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078
rumor say tony clock behind budget,6.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.0,0.05714285714285714,0.02857142857142857,0.0
eggrant taliban,3.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.10256410256410256
best measure really impact long term health wellbeing free one year bus pas aged free school transport school child introduced next scholastic year stili wish government would go introduce totally free public transport people year age forbid every body driving private car till least age moreover cigarette vodka high alcohol content drink heavily taxed tax money thus collected put towards constructing spacious secure clean monitored functional bus stop shelter sheltered pedestrian pathway,76.0,0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.09523809523809523
far great,2.0,0.0,0.044444444444444446,0.011111111111111112,0.011111111111111112,0.044444444444444446,0.0,0.044444444444444446,0.06666666666666667
seems without doubt party handle purse well better party govern land evidence result huge benefit treasury fact must always kept mind next election pl leadership party pay bill time manage treasury best result malta three time treasury rating improved outside auditing agency meaning ship malta good hand contrast bankrupt pn party leader behind payment inland revenue,58.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.2
seems getting budget increase mineral apart course paltry cost living,11.0,0.03636363636363636,0.03636363636363636,0.0,0.01818181818181818,0.09090909090909091,0.05454545454545454,0.03636363636363636,0.07272727272727272
suppose one narrow minded cc one cannot comment better smelly shit,12.0,0.05263157894736842,0.07894736842105263,0.02631578947368421,0.0,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.10526315789473684
prof scicluna previous budget sensible time ripe u see nice goody drastic reduction price petrol diesel vehicle registration tax bringing line european country,26.0,0.0,0.04,0.08,0.04,0.04,0.04,0.04,0.08
leave tax car fuel focus benefit electric car,8.0,0.043478260869565216,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216
entirely convinced electric car far driven one decent drive quite powerful quiet need charging kilometre think petrol diesel car km also expensive battery pack use thousand standard cell like laptop start losing capacity year replacement cost anything euro upwards also acquiring material used battery production exactly environmentally friendly disposal battery longer service,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
farce scicluna going state surplus precisely mintoff strangled population spending tighten belt slogan day could even buy chocolate black market thing time round exactly fashion spend save get new school social housing better health facility fuel reduction poverty rising list go majority idiot say see good joseph surplus god dummy,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
well spend spend spend end without money lot debt actually reminds certain maltese political party,15.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
apparent idea government work america alone trillion debt chinese please debt nothing long economy moving right direction debt nothing long economy moving right direction case know stupid government borrowing much national debt going threw roof tell,36.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
government debt reduce private sector investment economic growth employment well contribute higher rate taxation yes know government work also know someone head sand,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stupid government invested investment school industry housing argument,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
country planet living,3.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25
oh please compare usa treasury tiny malta usa power print money currency international currency mean usa dollar main reserve currency country around world usa highest gdp percentage good service produced world per cent china following behind per cent chinese money international reserve money yet country accounting world gdp use u dollar anchor currency,53.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
frustrated person sir cannot see cannot spend self oblivion suggest go collection easy debt party attitude pleased see coming bag money good time spending,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
please remember confess lie next time go church try come sensible comment know difficult,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obvious dim waste time go watch super one,8.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5
mean intelligent answer comment better watch super one depress seeing pn wallowing doom gloom good boy go say prayer new leader need help get,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immature even going bother,4.0,0.041666666666666664,0.020833333333333332,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.020833333333333332
stupid incredible gonzi got billion idiot,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
got u billion spent billion account favuluzi,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gonzi said got millionn finished pn party vanishing assetts finished also malta debt left corrupted np government eneded also,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spent tune staggering billion red tonio fenech minister finance expect better lol tonight sit front tv listen learn country run gnash teeth accept realization living lp government year year come,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
go watch super one idiot stay way,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lol idiot watch one net even cover comedy election simen substitute de liar,15.0,0.0,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.0,0.11627906976744186
care de liar ceremony guess dumbo,7.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
call everyone idiot bet say even front mirror,8.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
billion europe josef fought hard joining,6.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931
making heyday,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
stupid even know spend,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pn even stupid hanging power spend money say got eu look like joseph clever beloved party day still trying play catch,22.0,0.0,0.08823529411764706,0.0,0.029411764705882353,0.058823529411764705,0.08823529411764706,0.058823529411764705,0.058823529411764705
oh leaving billion debt much much better dummy thought pn would ever solved debt problem left behind dummy getting scarcer scarcer every election,26.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
wow psychic midst access detail one else,7.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091
detail require m know,4.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0
well obvious know thing obvious true people given ridiculous ranting detail claimed know yet materialised,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
know one claiming know content budget made public,8.0,0.05263157894736842,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.0,0.07894736842105263
comment like confirm people telling get life,7.0,0.030927835051546393,0.05670103092783505,0.02577319587628866,0.07731958762886598,0.08247422680412371,0.041237113402061855,0.07216494845360824,0.1134020618556701
sorry dumbo taking line,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surplus translates country operated efficient manner economically first time malta recent history wage pension gone followed tax increase let u hope first many budget like government give one hand take many country would proud budget like country run efficient way future expect goody,44.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.1875
romka still remember gonzi gave increase always gave u pensioner half skum,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people expect similar budget future like past one people got used short changed shrug shoulder get life hopefully budget lead even better one one step time,26.0,0.0,0.25,0.0,0.25,0.5,0.5,0.25,0.25
think got dumbo,4.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
cannot expect anything got nothing people wake stupid government spend new school social housing industry teacher nurse get oh poverty increase idiot,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosperity budget look austerity lead see greece spain catalonia wanting break away fueled austerity madrid budget one giving sure could given else hard please budget gave took nothing return expect future budget rewarding happens economy run correctly,42.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.047619047619047616
bullshit budget made majority idiot lap got nothing get personally nothing new school child industry infrastructure teacher nurse air malta social housing nowhere thing going building getting nothing government borrowing going roof million looking like greece everyday cannot see,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start infrastructure going plus million seven year road project begin air malta recently saved going bankrupt great idea low cost flight recent action see hopefully company succeed social housing new place built probably built speak credit super cheap right government wisely taking advantage borrowing ok want seeing prosperity growth high tax budget cut healthcare two new centre refurbishment old healthcare centre industry construction work provides job cheap flight boom tourism great sector endless growth,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four half year nothing hear bullshit every year still naive got nothing dummy still waiting union opinionists said thing poor budget joseph hustler majority idiot lapping every word,32.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
taken long recover old regime economy run correctly brings reward hence reason see budget give took nothing return situation improves expect even better budget next year,26.0,0.0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.13043478260869565
harping government excess lot expected felt sorry teacher got nothing disgraceful,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opinion new top benna would appreciated thing important,9.0,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413
rubbish,1.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
right ramon pn er become rubbish tearing throat enjoy hellish predicament loser,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rubbish,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
ramon rubbish delia said like living malta proud joseph muscat go hell fool rubbish skum like delia,22.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0
